pathway	pval	padj	log2err	ES	NES	size	leadingEdge
Mitotic Anaphase	0.000894148586456	0.00310004262667	0.249246311673172	0.426379150551634	2.10574847330741	20	5685 4001 9126 5702 5699 57122 5720 5688 5516 5686 5713 5700 5719 9861 2491 9700 92421 10381 1780
Mitotic G1 phase and G1/S transition	2.45894493961437E-05	9.94611703138888E-05	0.575610261071129	0.56384139687159	2.45474726843885	15	5685 5702 5111 5699 5720 5688 5516 5686 5713 5700 3065 5719 9861
Mitotic G2-G2/M phases	0.006723880311099	0.020595963477202	0.077046738129858	0.391462084929257	1.80219348082285	17	5685 5702 653784 5699 5720 5688 5516 5686 5713 5700 5719 9861 55559 22981 8900 10381
Mitotic Metaphase and Anaphase	0.000894148586456	0.00310004262667	0.249246311673172	0.426379150551634	2.10574847330741	20	5685 4001 9126 5702 5699 57122 5720 5688 5516 5686 5713 5700 5719 9861 2491 9700 92421 10381 1780
Mitotic Prophase	6.2388288384418E-06	3.02823153619752E-05	0.610526878385931	0.66368462070482	2.70650986231937	13	8365 653604 8340 8351 3017 4001 8338 8347 6418 3015 57122 5516
NIK-->noncanonical NF-kB signaling	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Negative epigenetic regulation of rRNA expression	3.41199131714256E-09	4.06220098323954E-08	0.774939030136436	0.855377906976744	3.36580362480511	12	8365 653604 8340 8351 3017 8338 8347 3015 8932 3065 7270 9013
Negative regulation of NOTCH4 signaling	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Neuronal System	0.022333111665558	0.061416523204077	0.009545561043636	-0.299136659946586	-1.33790644610028	107	2893 2554 3747 3745 2743 2066 8499 3763 1141 93107 10052 11141 2556 2555 80852 3765 9312 57030 781 27133 5563 2915 91683 2572 22843 2558 2557 2902 5582 2569 10060 79861 3780 9568 2786 2898 108 3773 2911 2897 6853 2904 114 3736 22999 57502 5789 3790 88 4916 2905 127833 2903 774 57576 3761 2561 6616 107 10815 5923 816 2562 22941 22871
Neurotransmitter receptors and postsynaptic signal transmission	0.011117554618743	0.033090457379372	0.01361755476404	-0.363959454109434	-1.49858372308353	52	2893 2554 2743 2066 3763 1141 2556 2555 80852 3765 5563 22843 2558 2557 2902 5582 2569 79861 9568 2786 2898 108 3773 2897 2904 114 88 2905 2903 57576 3761 2561 107 5923 816 2562 2036
NoRC negatively regulates rRNA expression	3.41199131714256E-09	4.06220098323954E-08	0.774939030136436	0.855377906976744	3.36580362480511	12	8365 653604 8340 8351 3017 8338 8347 3015 8932 3065 7270 9013
Nonhomologous End-Joining (NHEJ)	2.22085899284926E-06	1.14865739712122E-05	0.627256739718528	0.891911498005078	2.72697306968066	7	8365 8340 3017 8347 2547 7520 165918
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	7.62212310248919E-18	2.82915275157099E-16	1.0864405425825	0.932110041250839	4.1742852149647	16	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 4116 9045 6223
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	1.71731698341228E-17	5.55412286783575E-16	1.07686819261983	0.930481877345555	4.05095805206732	15	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 9045 6223 22916
Nonsense-Mediated Decay (NMD)	7.62212310248919E-18	2.82915275157099E-16	1.0864405425825	0.932110041250839	4.1742852149647	16	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 4116 9045 6223
Nucleosome assembly	1.03859084447404E-06	5.90406146723531E-06	0.643551836150722	0.859216255442671	2.80009549859328	8	8365 8340 4869 3017 8338 8347 3015 2491
Nucleotide Excision Repair	1.30647230809462E-05	5.57016234059261E-05	0.593325476396405	0.859267319550236	2.62716518994448	7	91603 29844 5111 6613 5431 5887 10401
O-linked glycosylation	0.023029463598377	0.062439367010997	0.009477845891215	-0.406612667780232	-1.51335896794824	28	171019 140453 4585 56667 64409 9245 118430 10071 80070 57188 56999 92949 157869 283463 81792 94025 54437 79875 80731
Orc1 removal from chromatin	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Oxidative Stress Induced Senescence	8.65037520407897E-05	0.000343294764388	0.538434096309916	0.701525054466231	2.5391376461436	10	8365 653604 8340 8351 3017 8338 8347 3015 84733 5602
PRC2 methylates histones and DNA	1.87424615252254E-10	2.81583171962315E-09	0.826657301178302	0.952467343976778	3.10399099822946	8	8365 653604 8340 8351 3017 8338 8347 3015
PTEN Regulation	0.024347726140761	0.064282071944854	0.040449311355398	0.343647615580633	1.58206762887817	17	5685 5702 5699 5720 5688 5686 5713 5700 9219 3065 5719 9861 5468 84733 80243 57167 2444
Packaging Of Telomere Ends	1.31670200656097E-06	6.92365805116643E-06	0.643551836150722	0.901249412896652	2.75552325934998	7	8365 8340 3017 8338 8347 3015 26277
Peptide chain elongation	6.27497879999018E-18	2.76328990765521E-16	1.0959292864312	0.96	4.04885591270368	14	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 9045 6223
Peptide ligand-binding receptors	0.011357270128254	0.033488025471628	0.013674979753804	-0.457763876691541	-1.6212886144348	22	4985 6751 4886 2587 64106 4986 8811 6869 6387 6376 9283 2151 624 4988 59350 2862
Phase I - Functionalization of compounds	0.014909042313282	0.042957103651511	0.011986570232442	-0.468682841905786	-1.60581018346946	19	126 13 130 1582 1544 2328 9971 11283 125
Positive epigenetic regulation of rRNA expression	3.41199131714256E-09	4.06220098323954E-08	0.774939030136436	0.855377906976744	3.36580362480511	12	8365 653604 8340 8351 3017 8338 8347 3015 9219 3065 7270 9013
Pre-NOTCH Expression and Processing	0.000237984894222	0.000888570818071	0.335375884887926	0.573758051000356	2.3397887719147	13	8365 653604 8340 8351 3017 8338 8347 3015 22938 6487 1999 10046
Pre-NOTCH Transcription and Translation	0.000570150922303	0.002067616275708	0.203006894938726	0.564914652695615	2.22286754221736	12	8365 653604 8340 8351 3017 8338 8347 3015 22938
Prefoldin mediated transfer of substrate  to CCT/TriC	0.012652103307899	0.037132452033881	0.030216008999657	0.640319071791153	1.81384826395719	6	5202 10471 22948 10574 6950
Processing of Capped Intron-Containing Pre-mRNA	5.14241256444315E-12	1.08162077605454E-10	0.887074988399873	0.6470341998436	3.65978424411396	28	6635 6632 3188 51690 4116 6629 10286 25949 22826 3312 6428 22938 57122 10189 5431 10949 2963 22916 51340 26121 8896 3185 9410 6634 22827 8683 10465
Processing of DNA double-strand break ends	0.000671798284717	0.002368182780203	0.139789648264358	0.734856728327893	2.2467862705055	7	8365 8340 3017 8347 6613 165918
Programmed Cell Death	0.014476506141548	0.042095278227267	0.083771750490833	0.294651825457694	1.62286637336178	26	5685 3007 4001 5702 578 5699 5720 5688 572 8772 11140 5686 5713 5700 8717 5719 9861 5534 2620 8626 1829 4137 219699 7161
Protein ubiquitination	0.000326481409395	0.001190807915193	0.201026318271889	0.764961915125136	2.33883131515108	7	8340 3017 8347 5111 51255 56254
RMTs methylate histone arginines	4.95877490420553E-09	5.68906720827944E-08	0.761460801445585	0.901996370235935	3.10499261881294	9	8365 653604 317772 8969 8329 8351 8338 3015 6603
RNA Polymerase I Promoter Clearance	1.40619772582374E-10	2.33502832893363E-09	0.826657301178302	0.855688840421665	3.48950422147554	13	8365 653604 8340 8351 3017 8338 8347 3015 8932 9219 3065 7270 9013
RNA Polymerase I Promoter Escape	1.6885299241721E-07	1.05491324965604E-06	0.690132458796796	0.854446460980036	2.94130890329402	9	8365 653604 8340 8351 3017 8338 8347 3015
RNA Polymerase I Promoter Opening	1.65005471059559E-09	2.08236904477163E-08	0.788186810800237	0.912159709618875	3.13997845113759	9	8365 653604 8340 8351 3017 8338 8347 3015 8932
RNA Polymerase I Transcription	1.40619772582374E-10	2.33502832893363E-09	0.826657301178302	0.855688840421665	3.48950422147554	13	8365 653604 8340 8351 3017 8338 8347 3015 8932 9219 3065 7270 9013
RNA Polymerase II Transcription Elongation	0.0001556730671	0.000588201828384	0.257036139599295	0.882203696991664	2.28444587523458	5	5431 6921 2963 22916 55677
RNA Polymerase II Transcription Termination	2.8599691175537E-06	1.4553552525616E-05	0.627256739718528	0.887558940877766	2.7136653523825	7	6635 4116 6428 10189 22916 6634 8683
RNA polymerase II transcribes snRNA genes	0.0001556730671	0.000588201828384	0.257036139599295	0.881841246828561	2.28350731899989	5	6884 5431 2963 22916 2961
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	6.88568519044519E-06	3.31669263753505E-05	0.610526878385931	0.746095168906647	2.81991143169614	11	8365 653604 8340 8351 3017 8338 8347 3015 3065 7057 8013
RUNX1 regulates transcription of genes involved in differentiation of HSCs	4.46207561813063E-06	2.19966383987533E-05	0.610526878385931	0.541180758017493	2.67271641566976	20	8365 653604 8340 8351 5685 3017 8338 8347 3015 5702 5699 5720 5688 5686 5713 5700 5719 9861
Recognition and association of DNA glycosylase with site containing an affected purine	1.31670200656097E-06	6.92365805116643E-06	0.643551836150722	0.901249412896652	2.75552325934998	7	8365 8340 3017 8338 8347 3015 26277
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	1.31670200656097E-06	6.92365805116643E-06	0.643551836150722	0.901249412896652	2.75552325934998	7	8365 8340 3017 8338 8347 3015 26277
Regulation of APC/C activators between G1/S and early anaphase	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Regulation of Apoptosis	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Regulation of RAS by GAPs	0.000190050307434	0.000713819904709	0.355109745421332	0.606104651162791	2.38494496439037	12	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Regulation of RUNX2 expression and activity	0.022386371373911	0.061416523204077	0.010001455525285	-0.523021214854538	-1.59355864311427	12	579 7291
Regulation of RUNX3 expression and activity	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Regulation of activated PAK-2p34 by proteasome mediated degradation	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Regulation of beta-cell development	0.039020464215764	0.098095270598194	0.007613269638918	-0.526554177446484	-1.52372225745561	10	6514 256297 5313 3642 5080 4825 3172
Regulation of expression of SLITs and ROBOs	0.000144421458621	0.000559079388896	0.518848077743792	0.351741517376297	2.11801407148904	33	6154 6129 6135 6229 6228 6230 6167 6146 5685 25873 6168 6166 6147 4116 9045 6223 5702 5699 6921 5720 5688 22916 5686 5713 5700 5719 9861
Regulation of gene expression in beta cells	0.023761663391959	0.064075254702249	0.010400732320481	-0.68865530989489	-1.60348696526066	5	6514 5313 5080 4825 3172
Regulation of mRNA stability by proteins that bind AU-rich elements	4.79126695727661E-12	1.0425136034626E-10	0.887074988399873	0.881818181818182	3.71911954102516	14	5685 6418 3312 5702 5699 5720 5688 5686 5713 8125 5700 5719 9861 5073
Regulation of mitotic cell cycle	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Regulation of ornithine decarboxylase (ODC)	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Respiratory electron transport	4.64293378516184E-09	5.42535410821689E-08	0.761460801445585	0.902722323049002	3.10749160683612	9	7381 4725 4694 4707 51103 1329 4716 4717 4715
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	1.60751683528884E-09	2.07008800625971E-08	0.788186810800237	0.826972010178117	3.37239681557216	13	7381 521 4725 4694 4707 51103 10476 1329 4716 4717 498 4715
Response of EIF2AK4 (GCN2) to amino acid deficiency	7.20845102863457E-21	1.1371331497671E-18	1.1778932614942	0.959621680611131	4.1778214800914	15	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 9045 6223 8894
Ribosomal scanning and start codon recognition	1.5891362400089E-07	1.03375769839754E-06	0.690132458796796	0.927457381211462	2.83565276094894	7	6229 6228 6230 1974 6223 8894 8666
S Phase	2.45894493961437E-05	9.94611703138888E-05	0.575610261071129	0.56384139687159	2.45474726843885	15	5685 9126 5702 5111 5699 5720 5688 2237 5686 5713 5700 5719 9861
SCF(Skp2)-mediated degradation of p27/p21	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
SCF-beta-TrCP mediated degradation of Emi1	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
SIRT1 negatively regulates rRNA expression	1.6885299241721E-07	1.05491324965604E-06	0.690132458796796	0.854446460980036	2.94130890329402	9	8365 653604 8340 8351 3017 8338 8347 3015
SRP-dependent cotranslational protein targeting to membrane	9.82850633864527E-18	3.44543749982509E-16	1.0864405425825	0.933355250925128	4.06346760880578	15	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 9045 6223
SUMOylation of DNA damage response and repair proteins	0.003503659377572	0.011454969260352	0.057483061319506	0.708121827411168	2.00591486948381	6	9126 6613 57122 493861 165918
SUMOylation of chromatin organization proteins	0.003503659377572	0.011454969260352	0.057483061319506	0.708121827411168	2.00591486948381	6	8365 6613 57122 3065 23314 84733
SUMOylation of transcription cofactors	0.010381447662228	0.031193778451743	0.031200706850831	0.707865168539326	1.83300032634886	5	4869 6613 1487 10401 84733
Selenoamino acid metabolism	1.84844025712442E-17	5.55412286783575E-16	1.07686819261983	0.914239155716037	4.20892829670127	17	6154 6129 6135 6229 6228 6230 6167 6146 25873 9255 6168 6166 6147 9045 6223 3735 6301
Selenocysteine synthesis	4.4969343098356E-18	2.18274273038944E-16	1.0959292864312	0.936590635630319	4.07755322190813	15	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 9045 6223
Senescence-Associated Secretory Phenotype (SASP)	3.77917897660694E-05	0.000150927970521	0.557332238758646	0.735390199637024	2.53147486749095	9	8365 653604 8340 8351 3017 8338 8347 3015
Separation of Sister Chromatids	0.004669111376428	0.014955377048357	0.097589026869855	0.390227428762644	1.84214931981595	18	5685 9126 5702 5699 57122 5720 5688 5516 5686 5713 5700 5719 9861 2491 9700 10381 1780
Signaling by NOTCH4	2.66325684009614E-08	1.82664681097898E-07	0.73376198835648	0.781897491821156	3.18858265947064	13	5685 5702 22938 5699 5720 5688 5686 5713 5700 5719 9861 10046 23462
Signaling by Nuclear Receptors	0.005504202574096	0.017279362309723	0.019515121774328	-0.433946806925659	-1.64615329827746	31	126 347 2172 2066 5105 5241 3169 220 685 2786 5915 6387
Signaling by the B Cell Receptor (BCR)	6.87818356194131E-09	6.4888847929614E-08	0.761460801445585	0.867417362876862	3.27845593908976	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861 5534
Stabilization of p53	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Switching of origins to a post-replicative state	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Synthesis of DNA	3.23534202393229E-07	1.94428649247741E-06	0.674962860011025	0.736459469283897	3.0032861311425	13	5685 5702 5111 5699 5720 5688 2237 5686 5713 5700 5719 9861
TCR signaling	1.63616598149108E-07	1.05349054522538E-06	0.690132458796796	0.742545454545455	3.13172870217459	14	915 5685 5702 5699 3932 5720 5688 5686 5713 5700 5719 9861 5063 55740
TNFR2 non-canonical NF-kB pathway	1.16489658107069E-08	8.25898587253487E-08	0.747739663149885	0.837936046511628	3.29717211503848	12	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861 1896 9966
TP53 Regulates Transcription of Cell Cycle Genes	0.012736002802115	0.037205637815438	0.028161907218573	0.695904313156941	1.8020279706041	5	4869 5111 144455 8900 79733
Telomere Maintenance	1.9439439477471E-06	1.01374267027142E-05	0.627256739718528	0.736191860465116	2.89682164139981	12	8365 8340 3017 8338 8347 3015 5111 55651 5431 2237 26277
Termination of O-glycan biosynthesis	0.020791276953919	0.057540770868083	0.010698898884107	-0.598928879261371	-1.62117691203228	8	140453 4585 56667 118430 10071 283463 94025
The citric acid (TCA) cycle and respiratory electron transport	9.34729006538414E-10	1.34048637074032E-08	0.788186810800237	0.827272727272727	3.48907090962154	14	7381 521 4725 3945 4694 4707 51103 10476 1329 4716 4717 498 4715
Transcriptional regulation by RUNX1	0.005103878948	0.016262859394348	0.156936983361966	0.308808219950315	1.74669508675156	28	8365 653604 8340 8351 5685 3017 8338 8347 3015 5702 5699 5720 5688 5686 5713 6603 5700 3065 5719 9861
Transcriptional regulation by RUNX3	0.008975780317244	0.027099126220961	0.070339634440893	0.367807720320466	1.73631244723068	18	5685 5702 22938 5699 5720 5688 5686 5713 5700 5719 9861 463 10046 8463 10413 7003 7005 83439
Transcriptional regulation by small RNAs	1.37280048459074E-10	2.33502832893363E-09	0.826657301178302	0.924473493100944	3.34608925832381	10	8365 653604 8340 8351 3017 8338 8347 3015 57122 5431
Transcriptional regulation of granulopoiesis	1.87424615252254E-10	2.81583171962315E-09	0.826657301178302	0.952467343976778	3.10399099822946	8	8365 653604 8340 8351 3017 8338 8347 3015
Translation	4.29103044333493E-27	2.70764020974434E-24	1.34992572002205	0.890636430138991	5.17390748141291	30	6154 6129 1933 6135 6229 6228 6230 6167 6146 51258 25873 9255 6168 6166 6147 1974 9045 6223 8894 51504 4528 8666 28973 54998 6729 3735 10573 54948 6301 7818
Translation initiation complex formation	1.5891362400089E-07	1.03375769839754E-06	0.690132458796796	0.927457381211462	2.83565276094894	7	6229 6228 6230 1974 6223 8894 8666
Transmission across Chemical Synapses	0.016335655661864	0.046431525777639	0.01119694132918	-0.333356152305949	-1.42307378686008	69	2893 2554 2743 2066 8499 3763 1141 2556 2555 80852 3765 57030 781 5563 2572 22843 2558 2557 2902 5582 2569 79861 9568 2786 2898 108 3773 2897 6853 2904 114 22999 88 2905 2903 774 57576 3761 2561 6616 107 10815 5923 816 2562
Transport of Mature Transcript to Cytoplasm	1.32939688514098E-05	5.59232956349306E-05	0.593325476396405	0.88723712835388	2.51329937820116	6	4116 6428 57122 10189 22916 8683
Transport of Mature mRNA derived from an Intron-Containing Transcript	1.32939688514098E-05	5.59232956349306E-05	0.593325476396405	0.88723712835388	2.51329937820116	6	4116 6428 57122 10189 22916 8683
UCH proteinases	2.33554416008828E-14	6.40751463050306E-13	0.97599468306432	0.887554585152838	3.97475171204662	16	317772 8969 8329 5685 8338 4738 5702 29844 5699 5720 5688 5686 5713 5700 5719 9861
Ub-specific processing proteases	6.91790553292416E-11	1.36412449727348E-09	0.839088935621274	0.738338192419825	3.64641310312925	20	8340 317772 8969 8329 5685 3017 8338 8347 440689 5702 5699 5720 5688 5686 5713 5700 5719 9861 367 8900
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Ubiquitin-dependent degradation of Cyclin D	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
Vif-mediated degradation of APOBEC3G	1.54521593565542E-09	2.03131511541368E-08	0.788186810800237	0.88594260806393	3.34847321417083	11	5685 5702 5699 6921 5720 5688 5686 5713 5700 5719 9861
Viral mRNA Translation	6.56883496273029E-18	2.76328990765521E-16	1.0959292864312	0.934901798568947	4.07020067882377	15	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 6147 9045 6223
Vpu mediated degradation of CD4	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
mRNA 3'-end processing	0.000150808283753	0.000580244067367	0.261215263085554	0.886915549111997	2.29664710628554	5	4116 6428 10189 22916 8683
mRNA Splicing	8.46167068999533E-11	1.57038653099619E-09	0.839088935621274	0.639866812550949	3.5776637094714	27	6635 6632 3188 51690 4116 6629 10286 25949 22826 3312 6428 22938 10189 5431 10949 2963 22916 51340 26121 8896 3185 9410 6634 22827 8683 10465
mRNA Splicing - Major Pathway	8.46167068999533E-11	1.57038653099619E-09	0.839088935621274	0.639866812550949	3.5776637094714	27	6635 6632 3188 51690 4116 6629 10286 25949 22826 3312 6428 22938 10189 5431 10949 2963 22916 51340 26121 8896 3185 9410 6634 22827 8683 10465
mRNA Splicing - Minor Pathway	2.38043983163597E-06	1.22118498679861E-05	0.627256739718528	0.891186071817193	2.72475511679764	7	6635 6632 5431 2963 22916 9410 6634
p53-Dependent G1 DNA Damage Response	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
p53-Dependent G1/S DNA damage checkpoint	9.36958617836518E-06	4.02191080173363E-05	0.593325476396405	0.735924446058845	2.78147057478889	11	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
p53-Independent DNA Damage Response	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
p53-Independent G1/S DNA damage checkpoint	9.0494748301205E-09	6.4888847929614E-08	0.747739663149885	0.88562091503268	3.20546414024029	10	5685 5702 5699 5720 5688 5686 5713 5700 5719 9861
rRNA processing	1.21800161730474E-19	1.09794145788471E-17	1.14219120216838	0.908038193252303	4.48450642268049	20	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 57050 6147 9045 6223 51504 57418 84946 55651
rRNA processing in the nucleus and cytosol	1.21800161730474E-19	1.09794145788471E-17	1.14219120216838	0.908038193252303	4.48450642268049	20	6154 6129 6135 6229 6228 6230 6167 6146 25873 6168 6166 57050 6147 9045 6223 51504 57418 84946 55651
snRNP Assembly	0.000126484367019	0.000492664417215	0.285674249557613	0.890540050743023	2.30603266863244	5	6635 6632 57122 22916 6634
