pathway	pval	padj	log2err	ES	NES	size	leadingEdge
"TP53 Regulates Metabolic Genes"	6.21178943395652e-05	0.00146732539602108	0.538434096309916	0.773051426069613	2.35307048170762	8	4512 7249 2539 7157 2821 27161 57521 7248
"TP53 Regulates Transcription of Cell Cycle Genes"	1.78300095835442e-05	0.000577164013926577	0.575610261071129	0.805136913606453	2.45073463582217	8	10498 4849 25946 7832 7157 1263 2033 1874
"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest"	0.0021211362783131	0.0173259168901463	0.0784009865684397	0.804624522698345	1.94745879688836	5	10498 25946 7157 2033 1874
"TRAF6 mediated NF-kB activation"	0.000925488889505882	0.00851449778345411	0.144623731728437	0.737691001697793	2.10687483901622	7	177 57506 5970 4791 3551 7186 28512
"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"TRIF(TICAM1)-mediated TLR4 signaling "	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 11035 4791 3551 5518 28512 1846 5602
"Termination of O-glycan biosynthesis"	0.0038582533808673	0.0281009454573168	0.023854082775362	-0.644488271735167	-1.69204879048207	11	4586 140453 4584 727897 4588 4585 10071 56667 94025
"The citric acid (TCA) cycle and respiratory electron transport"	0.000586400431629867	0.00602957620287651	0.477270815362862	0.448535453391657	2.01828562764561	20	4535 4538 4540 4519 4536 7351 4512 513 4967 50 1431 728294 51295 4191 4723 5166 148811 160287 4541
"The role of Nef in HIV-1 replication and disease pathogenesis"	0.000539607165983164	0.00561448408415816	0.173046690582827	0.807341396138341	2.1332007186911	6	160 55690 162 920 161 8907
"Toll Like Receptor 10 (TLR10) Cascade"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"Toll Like Receptor 2 (TLR2) Cascade"	3.69436708353796e-05	0.000949669656180052	0.557332238758646	0.618065887353879	2.41283883239843	14	177 5606 59307 114609 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"Toll Like Receptor 3 (TLR3) Cascade"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 11035 4791 3551 5518 28512 1846 5602
"Toll Like Receptor 4 (TLR4) Cascade"	0.00417228320174594	0.0287532318766651	0.179628947646225	0.403035292809738	1.77694954545414	19	177 5606 3684 59307 114609 5970 9261 3654 11035 1785 4791 5336 51295 3551
"Toll Like Receptor 5 (TLR5) Cascade"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"Toll Like Receptor 7/8 (TLR7/8) Cascade"	0.000256635086293548	0.00339847068819031	0.425291407412202	0.617803271722966	2.25865731818633	12	177 5606 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"Toll Like Receptor 9 (TLR9) Cascade"	3.69436708353796e-05	0.000949669656180052	0.557332238758646	0.618065887353879	2.41283883239843	14	177 5606 5970 9261 3654 4791 51295 3551 5518 5289 28512 8411 1846 5602
"Toll Like Receptor TLR1:TLR2 Cascade"	3.69436708353796e-05	0.000949669656180052	0.557332238758646	0.618065887353879	2.41283883239843	14	177 5606 59307 114609 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"Toll Like Receptor TLR6:TLR2 Cascade"	3.69436708353796e-05	0.000949669656180052	0.557332238758646	0.618065887353879	2.41283883239843	14	177 5606 59307 114609 5970 9261 3654 4791 51295 3551 5518 28512 1846 5602
"Trafficking of AMPA receptors"	0.0134689943468561	0.0696562192849245	0.0128560622958722	-0.633932551063383	-1.58869672946991	9	10368 2036 816 5582 80852 27092
"Transcription-Coupled Nucleotide Excision Repair (TC-NER)"	4.28683383199883e-05	0.00107048364833342	0.557332238758646	0.743099787685775	2.391409959048	9	5430 57654 7515 2033 2067 10980 2071 2072 5983
"Transcriptional Regulation by TP53"	0.0128064079405826	0.0674265092775254	0.380730400722792	0.248613456368033	1.46636254749266	46	10498 5430 4849 4512 25946 7249 7832 2539 54815 57459 1387 28996 1616 7157 6878 1263 5883 2821 27161 5170 57521 6829 9656 1643 79813 2033 1874 27154 835 84289 7862 5518 7248 1025 2071
"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	0.00623201101238894	0.0386296285448789	0.0457022530726183	0.75519728468392	1.827828451601	5	6497 4221 1874 60436 1025
"Transcriptional regulation by small RNAs"	3.65945426452274e-05	0.000949669656180052	0.557332238758646	0.787730842708554	2.3977527639167	8	5430 23225 27161 9883 23511 23636 79902 8086
"Translation of structural proteins"	0.000156612983216309	0.00312520770915418	0.425291407412202	0.71932059447983	2.31488484035847	9	5589 23193 7841 6480 54956 11282 6482 7329 2589
"Transport of Mature Transcript to Cytoplasm"	1.43357679990024e-08	3.13236530778203e-06	0.747739663149885	0.753136295981289	3.10488163739073	16	29894 8189 7919 199746 22794 23225 9883 10482 23511 23636 79902 8086 10921 11338 84324 10898
"Transport of Mature mRNA Derived from an Intronless Transcript"	1.25019462469506e-05	0.000520319096182611	0.593325476396405	0.752176682947547	2.53781368972238	10	29894 8189 23225 9883 10482 23511 23636 79902 8086 10898
"Transport of Mature mRNA derived from an Intron-Containing Transcript"	3.52559916052304e-07	3.85171708287142e-05	0.674962860011025	0.756693582660434	2.86770808659485	13	7919 199746 22794 23225 9883 10482 23511 23636 79902 8086 10921 11338 84324
"Transport of Mature mRNAs Derived from Intronless Transcripts"	1.25019462469506e-05	0.000520319096182611	0.593325476396405	0.752176682947547	2.53781368972238	10	29894 8189 23225 9883 10482 23511 23636 79902 8086 10898
"Transport of Ribonucleoproteins into the Host Nucleus"	0.000863371465573063	0.00802751766926443	0.136619105133806	0.787396562698918	2.08050141052896	6	23225 9883 23511 23636 79902 8086
"Transport of bile salts and organic acids, metal ions and amine compounds"	0.00473352808573392	0.0311060417062515	0.0209685999442812	-0.502069797020195	-1.54711444156183	27	7780 7781 6530 9058 146802 26266 9376 51458 10864 23539 6582 6531 57127 6534 284111 6529 1356 55532 54716 6538
"Transport of the SLBP Dependant Mature mRNA"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	23225 9883 10482 23511 23636 79902 8086
"Transport of the SLBP independent Mature mRNA"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	23225 9883 10482 23511 23636 79902 8086
"Viral Messenger RNA Synthesis"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	5430 23225 9883 23511 23636 79902 8086
"Vpr-mediated nuclear import of PICs"	0.00023137222237647	0.00339847068819031	0.291444621206009	0.787563667232598	2.24931315523279	7	3159 23225 9883 23511 23636 79902 8086
"mRNA 3'-end processing"	1.25019462469506e-05	0.000520319096182611	0.593325476396405	0.752176682947547	2.53781368972238	10	29894 8189 7919 199746 22794 79869 10921 11338 84324 10898
"mRNA Splicing"	1.03194789433765e-15	3.00640819883702e-13	1.01754479730988	0.745202558635395	3.80846352222774	29	5430 23524 29894 5093 8189 199746 6625 22794 10291 79869 10523 8175 11100 51593 10262 10594 6626 10992 7536 2521 57794 5725 5094 10921 11338 5546 23020 10898 988
"mRNA Splicing - Major Pathway"	1.03194789433765e-15	3.00640819883702e-13	1.01754479730988	0.745202558635395	3.80846352222774	29	5430 23524 29894 5093 8189 199746 6625 22794 10291 79869 10523 8175 11100 51593 10262 10594 6626 10992 7536 2521 57794 5725 5094 10921 11338 5546 23020 10898 988
"mRNA Splicing - Minor Pathway"	0.00601301464147166	0.0378084517744333	0.0465282978170669	0.756894357233772	1.83193593126752	5	5430 10262 10594 10992 23020
"rRNA processing"	0.00417810119946964	0.0287532318766651	0.0619808645409383	0.716104392106938	1.89212941539618	6	6192 1453 55131 79707 90459 10799
"rRNA processing in the nucleus and cytosol"	0.00417810119946964	0.0287532318766651	0.0619808645409383	0.716104392106938	1.89212941539618	6	6192 1453 55131 79707 90459 10799
"snRNP Assembly"	0.000249882000166588	0.00339847068819031	0.280233525231282	0.784380305602717	2.24022134781471	7	23225 9883 23511 23636 79902 8086 79760
"tRNA processing"	0.000398704211313232	0.00472889619925982	0.366378600460311	0.573523161920952	2.17353106591393	13	29894 23225 9883 23511 23636 79902 8086 24140 54920 23536 10898
"tRNA processing in the nucleus"	0.000156612983216309	0.00312520770915418	0.425291407412202	0.71656050955414	2.30600246051058	9	29894 23225 9883 23511 23636 79902 8086 10898 10799
"trans-Golgi Network Vesicle Budding"	0.000518941359626362	0.00561448408415816	0.378792565502183	0.529549319727891	2.12707038563656	15	81567 9146 6844 162 408 8775 2580 8729 8906 1785 388552 8907
